date,datetime,SPOSTMIN,SACTMIN
7/22/2018,7/22/2018 21:44,5,
7/22/2018,7/22/2018 21:51,5,
7/22/2018,7/22/2018 21:58,5,
7/22/2018,7/22/2018 22:02,5,
7/22/2018,7/22/2018 22:09,5,
7/22/2018,7/22/2018 22:16,5,
7/22/2018,7/22/2018 22:23,5,
7/22/2018,7/22/2018 22:29,5,
7/23/2018,7/23/2018 6:37,5,
7/23/2018,7/23/2018 6:44,5,
7/23/2018,7/23/2018 6:51,5,
7/23/2018,7/23/2018 6:58,5,
7/23/2018,7/23/2018 7:02,5,
7/23/2018,7/23/2018 7:09,10,
7/23/2018,7/23/2018 7:16,10,
7/23/2018,7/23/2018 7:23,10,
7/23/2018,7/23/2018 7:29,15,
7/23/2018,7/23/2018 7:37,15,
7/23/2018,7/23/2018 7:44,20,
7/23/2018,7/23/2018 7:51,25,
7/23/2018,7/23/2018 7:32,,22
7/23/2018,7/23/2018 7:58,25,
7/23/2018,7/23/2018 8:02,25,
7/23/2018,7/23/2018 8:09,20,
7/23/2018,7/23/2018 8:16,20,
7/23/2018,7/23/2018 8:23,25,
7/23/2018,7/23/2018 8:29,25,
7/23/2018,7/23/2018 8:37,25,
7/23/2018,7/23/2018 8:44,25,
7/23/2018,7/23/2018 8:32,,13
7/23/2018,7/23/2018 8:51,25,
7/23/2018,7/23/2018 8:58,25,
7/23/2018,7/23/2018 9:02,25,
7/23/2018,7/23/2018 9:09,25,
7/23/2018,7/23/2018 9:16,25,
7/23/2018,7/23/2018 9:23,30,
7/23/2018,7/23/2018 9:29,30,
7/23/2018,7/23/2018 9:37,50,
7/23/2018,7/23/2018 9:44,40,
7/23/2018,7/23/2018 9:51,45,
7/23/2018,7/23/2018 9:58,45,
7/23/2018,7/23/2018 10:02,45,
7/23/2018,7/23/2018 10:09,40,
7/23/2018,7/23/2018 10:16,40,
7/23/2018,7/23/2018 10:23,35,
7/23/2018,7/23/2018 10:29,35,
7/23/2018,7/23/2018 10:37,35,
7/23/2018,7/23/2018 10:44,40,
7/23/2018,7/23/2018 10:51,50,
7/23/2018,7/23/2018 10:58,50,
7/23/2018,7/23/2018 11:02,50,
7/23/2018,7/23/2018 11:09,50,
